objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,Shape__Area,Shape__Length
200,06,001,420100,1,060014201001,Block Group 1,G5030,S,273648,0,+37.8954533,-122.2929197,2.80298013421998E-05,0.0256927204627249
201,06,001,420100,2,060014201002,Block Group 2,G5030,S,155857,0,+37.8953862,-122.2883610,1.59643777806195E-05,0.0171010681741515
202,06,001,422100,1,060014221001,Block Group 1,G5030,S,199737,0,+37.8763826,-122.2975354,2.04538996513293E-05,0.0185771350163396
203,06,001,420200,2,060014202002,Block Group 2,G5030,S,158012,0,+37.8932714,-122.2956649,1.61847633535217E-05,0.0203948181142127
204,06,001,404300,1,060014043001,Block Group 1,G5030,S,981131,37495,+37.8478563,-122.2362003,0.000104271469353989,0.0567308805986698
205,06,001,405000,2,060014050002,Block Group 2,G5030,S,261851,0,+37.8093474,-122.2236159,2.67906575572852E-05,0.0469283905691456
206,06,001,408700,2,060014087002,Block Group 2,G5030,S,187918,0,+37.7689436,-122.1848687,1.92160823644372E-05,0.0208999117071387
207,06,001,427900,3,060014279003,Block Group 3,G5030,S,110705,0,+37.7697431,-122.2585502,1.13205628622381E-05,0.0162981076116588
208,06,001,440332,1,060014403321,Block Group 1,G5030,S,539366,0,+37.5910703,-122.0859656,5.50246422790224E-05,0.0342002777686131
209,06,001,407000,2,060014070002,Block Group 2,G5030,S,185086,0,+37.7867640,-122.1999672,1.89310699170164E-05,0.0216658094783323
210,06,001,430800,3,060014308003,Block Group 3,G5030,S,728953,0,+37.6980869,-122.0603159,7.44709054742998E-05,0.0443793766336056
211,06,001,401100,2,060014011002,Block Group 2,G5030,S,182989,0,+37.8292817,-122.2625471,1.87270893547975E-05,0.0177686256226563
212,06,001,404600,1,060014046001,Block Group 1,G5030,S,682604,0,+37.8297070,-122.1926015,6.985816935412E-05,0.0720826985234668
213,06,001,423700,3,060014237003,Block Group 3,G5030,S,98299,0,+37.8636286,-122.2525808,1.006448883345E-05,0.0134013603281779
214,06,001,432300,2,060014323002,Block Group 2,G5030,S,152033,0,+37.7325718,-122.1653410,1.55391599037102E-05,0.0189035036442377
215,06,001,431200,3,060014312003,Block Group 3,G5030,S,820259,26007,+37.6879745,-122.0889594,8.6443727468577E-05,0.0433326429886705
216,06,001,432100,1,060014321001,Block Group 1,G5030,S,533511,0,+37.7384900,-122.1476806,5.45338602933043E-05,0.0360247455994891
217,06,001,432100,2,060014321002,Block Group 2,G5030,S,245002,0,+37.7352486,-122.1463564,2.50420539487095E-05,0.0276529138867494
218,06,001,432100,3,060014321003,Block Group 3,G5030,S,327259,0,+37.7326705,-122.1450371,3.34488172484271E-05,0.0316945658656124
219,06,001,432200,1,060014322001,Block Group 1,G5030,S,269647,0,+37.7342981,-122.1602353,2.75608244919567E-05,0.0217454531838432
220,06,001,432200,3,060014322003,Block Group 3,G5030,S,439867,0,+37.7303950,-122.1542696,4.49566423412762E-05,0.029644038615833
221,06,001,436602,1,060014366021,Block Group 1,G5030,S,247592,0,+37.6494180,-122.0887679,2.52779423135507E-05,0.0222746951068289
222,06,001,436602,2,060014366022,Block Group 2,G5030,S,375055,0,+37.6535389,-122.0827486,3.82933512810268E-05,0.029912033028191
223,06,001,436700,1,060014367001,Block Group 1,G5030,S,294241,0,+37.6616017,-122.0975520,3.00455076285289E-05,0.0331865152552263
224,06,001,436700,2,060014367002,Block Group 2,G5030,S,504028,0,+37.6621862,-122.1022519,5.14677353748993E-05,0.0407869313248489
225,06,001,436800,1,060014368001,Block Group 1,G5030,S,532868,0,+37.6552914,-122.0927172,5.44077065569581E-05,0.0301340234366155
226,06,001,436800,2,060014368002,Block Group 2,G5030,S,492498,0,+37.6517141,-122.0963253,5.02835537190549E-05,0.0338581338956622
227,06,001,436900,1,060014369001,Block Group 1,G5030,S,292534,0,+37.6626658,-122.1084480,2.98717009172833E-05,0.0241256309044752
228,06,001,436900,2,060014369002,Block Group 2,G5030,S,200081,0,+37.6578824,-122.1047967,2.04297316486191E-05,0.0246564073718491
229,06,001,441521,1,060014415211,Block Group 1,G5030,S,469541,0,+37.5746294,-122.0502710,4.78902566101169E-05,0.0329553156901543
230,06,001,441521,2,060014415212,Block Group 2,G5030,S,381923,0,+37.5696426,-122.0496755,3.89514821108605E-05,0.0318757021740262
231,06,001,441522,2,060014415222,Block Group 2,G5030,S,424483,0,+37.5838991,-122.0533374,4.33001973760838E-05,0.0346987943692002
232,06,001,441601,1,060014416011,Block Group 1,G5030,S,276475,0,+37.5673934,-122.0323549,2.81962788903911E-05,0.0266918147104037
233,06,001,441601,2,060014416012,Block Group 2,G5030,S,564504,0,+37.5636499,-122.0278014,5.75681347072532E-05,0.033083293592937
234,06,001,450400,2,060014504002,Block Group 2,G5030,S,517718,0,+37.7158512,-121.9305430,5.29036938132776E-05,0.0333103610131786
235,06,001,450400,3,060014504003,Block Group 3,G5030,S,1392172,0,+37.7056498,-121.9313896,0.000142241010962607,0.0591277022275871
236,06,013,369002,2,060133690022,Block Group 2,G5030,S,355974,0,+37.9571082,-122.3222413,3.64923689630814E-05,0.0319547507720172
237,06,013,369002,3,060133690023,Block Group 3,G5030,S,300025,0,+37.9527518,-122.3255339,3.07550862999051E-05,0.031830064198478
238,06,013,370000,1,060133700001,Block Group 1,G5030,S,485538,0,+37.9438714,-122.3221960,4.9766013489716E-05,0.0419698344292704
239,06,013,370000,2,060133700002,Block Group 2,G5030,S,203189,0,+37.9386204,-122.3208836,2.08245078283653E-05,0.0248851737406462
240,06,085,512034,2,060855120342,Block Group 2,G5030,S,128383,0,+37.2247417,-121.7758119,1.30345310935809E-05,0.0153970745042139
241,06,081,607600,3,060816076003,Block Group 3,G5030,S,306145,0,+37.5559899,-122.3066168,3.12175880026189E-05,0.0242878144391575
242,06,081,613000,1,060816130001,Block Group 1,G5030,S,941070,0,+37.4270942,-122.2072931,9.57977435973589E-05,0.0513168260533697
243,06,081,605700,3,060816057003,Block Group 3,G5030,S,2578922,0,+37.5403621,-122.3577331,0.00026291744052287,0.0826222031438221
244,06,081,600402,2,060816004022,Block Group 2,G5030,S,175610,0,+37.7045998,-122.4550250,1.79421745087893E-05,0.0190348530717043
245,06,081,601901,1,060816019011,Block Group 1,G5030,S,415925,0,+37.6676314,-122.4375995,4.24743416260753E-05,0.032297550751205
246,06,081,601902,2,060816019022,Block Group 2,G5030,S,204787,0,+37.6640085,-122.4391479,2.0912031232001E-05,0.0184096299903739
247,06,041,110200,1,060411102001,Block Group 1,G5030,S,3216266,64373,+37.9924114,-122.4678596,0.000336474603500392,0.0813657240222691
248,06,081,601603,3,060816016033,Block Group 3,G5030,S,296881,0,+37.6524488,-122.4548397,3.03113815789402E-05,0.0270083751523607
249,06,081,601901,2,060816019012,Block Group 2,G5030,S,272563,0,+37.6636295,-122.4305008,2.78328616332146E-05,0.0236927176373599
250,06,081,601901,3,060816019013,Block Group 3,G5030,S,199673,0,+37.6656954,-122.4329324,2.03901140594098E-05,0.0225586402117388
251,06,081,601902,1,060816019021,Block Group 1,G5030,S,521287,0,+37.6626182,-122.4432395,5.32304029547959E-05,0.0496721272939716
252,06,081,601902,3,060816019023,Block Group 3,G5030,S,293825,0,+37.6551021,-122.4284254,3.00005058306851E-05,0.0239429525541088
253,06,041,112100,1,060411121001,Block Group 1,G5030,S,926614,0,+37.9651185,-122.5195005,9.50020476011559E-05,0.0589107979036198
254,06,085,512034,1,060855120341,Block Group 1,G5030,S,914656,0,+37.2299849,-121.7700314,9.28691870285547E-05,0.0446230658534399
255,06,085,512314,1,060855123141,Block Group 1,G5030,S,1903421,0,+37.1259068,-121.6676289,0.000193001630123035,0.0728733842465064
256,06,085,512035,1,060855120351,Block Group 1,G5030,S,765382,0,+37.2202016,-121.7671169,7.77028171796701E-05,0.0461448812312338
257,06,085,512035,2,060855120352,Block Group 2,G5030,S,1519186,0,+37.2253262,-121.7585941,0.000154240553001728,0.0678218901066626
258,06,085,512313,2,060855123132,Block Group 2,G5030,S,2011587,0,+37.1141653,-121.6528644,0.000203938133836346,0.0623116183899875
259,06,081,607702,1,060816077021,Block Group 1,G5030,S,334457,0,+37.5645210,-122.3047528,3.41083878083737E-05,0.0275326278256373
260,06,081,607702,2,060816077022,Block Group 2,G5030,S,284950,0,+37.5654111,-122.3002643,2.90598341052828E-05,0.0229612309354917
261,06,081,609201,1,060816092011,Block Group 1,G5030,S,307266,0,+37.4956778,-122.2541885,3.13066711896681E-05,0.0284863237278337
262,06,081,609201,3,060816092013,Block Group 3,G5030,S,446718,0,+37.4992324,-122.2563262,4.55174636044831E-05,0.0294982613743951
263,06,081,609202,1,060816092021,Block Group 1,G5030,S,558963,0,+37.5092314,-122.2676339,5.69619651287212E-05,0.0393836584643332
264,06,081,613900,2,060816139002,Block Group 2,G5030,S,366841,0,+37.4607787,-122.1556614,3.73595366909285E-05,0.0266881921896546
265,06,081,613900,3,060816139003,Block Group 3,G5030,S,364166,0,+37.4564541,-122.1588606,3.70853490494483E-05,0.0305738127693008
266,06,085,512307,2,060855123072,Block Group 2,G5030,S,990524,0,+37.1028878,-121.6434750,0.000100406528872554,0.0501346104266312
267,06,085,512307,3,060855123073,Block Group 3,G5030,S,3395967,0,+37.0962418,-121.6312272,0.000344209136528661,0.0781922016862525
268,06,081,607600,2,060816076002,Block Group 2,G5030,S,202808,0,+37.5600195,-122.3123900,2.06813551812957E-05,0.0249506089795094
269,06,081,607900,1,060816079001,Block Group 1,G5030,S,659741,169451,+37.5595354,-122.2869697,8.45570689307351E-05,0.0574125072264486
270,06,081,608001,1,060816080011,Block Group 1,G5030,S,437032,0,+37.5506284,-122.2579125,4.45608102381811E-05,0.0314008830476882
271,06,081,608001,2,060816080012,Block Group 2,G5030,S,146747,25097,+37.5531576,-122.2596301,1.75222667166963E-05,0.0200541352692003
272,06,081,614000,2,060816140002,Block Group 2,G5030,S,1669239,0,+37.6260208,-122.4607088,0.000170369397437753,0.0668844669981439
273,06,081,602400,4,060816024004,Block Group 4,G5030,S,1387320,0,+37.6457822,-122.4391225,0.00014163255582389,0.0698116539452555
274,06,081,602500,3,060816025003,Block Group 3,G5030,S,472742,0,+37.6397379,-122.4455820,4.82587079204677E-05,0.0411068219421158
275,06,081,603801,1,060816038011,Block Group 1,G5030,S,227422,0,+37.6200410,-122.4282283,2.32097258958675E-05,0.0232832650835747
276,06,085,512505,1,060855125051,Block Group 1,G5030,S,814110,0,+37.0225788,-121.5910117,8.24380049380125E-05,0.0453583468291449
277,06,085,512505,2,060855125052,Block Group 2,G5030,S,664402,0,+37.0163323,-121.5937239,6.72725855110912E-05,0.0378650630723439
278,06,081,608002,1,060816080021,Block Group 1,G5030,S,443709,204792,+37.5518107,-122.2685825,6.61241570014681E-05,0.0336690632168044
279,06,081,608002,2,060816080022,Block Group 2,G5030,S,216324,38860,+37.5466727,-122.2659910,2.60174801951507E-05,0.0231006722658147
280,06,081,608002,3,060816080023,Block Group 3,G5030,S,190672,59175,+37.5451119,-122.2635963,2.54732381108624E-05,0.0298752974701953
281,06,085,512510,2,060855125102,Block Group 2,G5030,S,2061503,0,+37.0000191,-121.5924523,0.000208690131785261,0.0640390952823213
282,06,085,512510,3,060855125103,Block Group 3,G5030,S,688154,0,+37.0108751,-121.5934029,6.96729707669874E-05,0.0372839365698613
283,06,097,151311,3,060971513113,Block Group 3,G5030,S,296037,0,+38.3271154,-122.6808352,3.04999180116283E-05,0.0251924135074577
284,06,085,512027,1,060855120271,Block Group 1,G5030,S,810767,68672,+37.2537345,-121.8684774,8.93208498382592E-05,0.0439618245908043
285,06,085,512027,2,060855120272,Block Group 2,G5030,S,864126,0,+37.2527237,-121.8499981,8.77649081303389E-05,0.0510043845636271
286,06,085,512037,2,060855120372,Block Group 2,G5030,S,389478,0,+37.2436967,-121.8253277,3.9552464386361E-05,0.0346623452845497
287,06,085,512604,1,060855126041,Block Group 1,G5030,S,602409,0,+37.0145179,-121.5656623,6.09943317613215E-05,0.0486202765494832
288,06,085,512603,3,060855126033,Block Group 3,G5030,S,1670180,0,+37.0000881,-121.5613062,0.000169076106431021,0.0599452483394509
289,06,097,153804,1,060971538041,Block Group 1,G5030,S,613230,0,+38.5565685,-122.8100596,6.33770496278885E-05,0.0459102408358154
290,06,097,153804,2,060971538042,Block Group 2,G5030,S,631598,0,+38.5565055,-122.8151835,6.52757971693063E-05,0.0476847570350327
291,06,097,154202,1,060971542021,Block Group 1,G5030,S,145683456,11906602,+38.7837225,-123.1185964,0.0163368601674847,1.04928023771471
292,06,097,154201,1,060971542011,Block Group 1,G5030,S,497696,0,+38.7952654,-123.0160014,5.16058221364801E-05,0.0323404827963161
293,06,097,150607,1,060971506071,Block Group 1,G5030,S,283897,0,+38.2719835,-122.6435163,2.92273452942027E-05,0.0251011033037701
294,06,085,512031,2,060855120312,Block Group 2,G5030,S,515747,0,+37.2333532,-121.8139740,5.23685143889452E-05,0.0323574594390234
295,06,085,512031,3,060855120313,Block Group 3,G5030,S,338477,0,+37.2304601,-121.8094646,3.43674441865005E-05,0.0291319311397136
296,06,097,152905,2,060971529052,Block Group 2,G5030,S,543494,0,+38.4700367,-122.7649967,5.61035581085889E-05,0.0319327820220637
297,06,095,252313,3,060952523133,Block Group 3,G5030,S,1310435,0,+38.2972886,-122.0281157,0.000134955963403627,0.080997129370153
298,06,095,252311,2,060952523112,Block Group 2,G5030,S,4777377,12392,+38.2976524,-122.0434079,0.000493298364744987,0.100602102667087
299,06,095,253206,2,060952532062,Block Group 2,G5030,S,2213495,3161,+38.3996712,-121.9750360,0.000228601276830886,0.0712824783498551
300,06,095,252315,1,060952523151,Block Group 1,G5030,S,460558,0,+38.2843368,-122.0223461,4.7422456646018E-05,0.0310009795384795
301,06,095,252610,1,060952526101,Block Group 1,G5030,S,537649,0,+38.2699259,-122.0020288,5.53494592168136E-05,0.03437950841242
302,06,085,512036,1,060855120361,Block Group 1,G5030,S,357961,0,+37.2419214,-121.8103008,3.63511685463891E-05,0.0342393827997368
303,06,085,512037,1,060855120371,Block Group 1,G5030,S,618676,0,+37.2396137,-121.8241730,6.282511549216E-05,0.0368472561789356
304,06,041,112100,2,060411121002,Block Group 2,G5030,S,638878,0,+37.9580964,-122.5147238,6.5495046783326E-05,0.0437028002645384
305,06,041,116000,1,060411160001,Block Group 1,G5030,S,599429,0,+37.9821702,-122.5726764,6.14709429100913E-05,0.0384116553404279
306,06,085,512029,1,060855120291,Block Group 1,G5030,S,532826,0,+37.2472962,-121.8243085,5.41126059943053E-05,0.038234494485253
307,06,085,512029,2,060855120292,Block Group 2,G5030,S,578522,0,+37.2495935,-121.8171545,5.87551198805158E-05,0.0405342753175434
308,06,085,512030,1,060855120301,Block Group 1,G5030,S,877676,0,+37.2321914,-121.8257771,8.91170743670955E-05,0.0525807465749758
309,06,085,512030,2,060855120302,Block Group 2,G5030,S,314050,0,+37.2341387,-121.8197607,3.18887241519406E-05,0.0232228228567625
310,06,085,512031,1,060855120311,Block Group 1,G5030,S,218361,0,+37.2350282,-121.8066263,2.21727927964821E-05,0.0192739909794628
311,06,085,512031,4,060855120314,Block Group 4,G5030,S,363126,0,+37.2277116,-121.8078031,3.68689507013187E-05,0.0444565493158417
312,06,085,512032,1,060855120321,Block Group 1,G5030,S,379057,0,+37.2253925,-121.7846386,3.84852332899754E-05,0.0376985118541787
313,06,085,512032,2,060855120322,Block Group 2,G5030,S,295807,0,+37.2250520,-121.7810992,3.0032730592211E-05,0.0231990998200216
314,06,097,990100,0,060979901000,Block Group 0,G5030,S,0,381152626,+38.5339212,-123.3162791,0.0393798014033564,1.63976782170765
315,06,097,152905,3,060971529053,Block Group 3,G5030,S,308430,0,+38.4703195,-122.7577614,3.18386273647775E-05,0.0268275436624418
316,06,095,252913,2,060952529132,Block Group 2,G5030,S,438538,0,+38.3297762,-121.9636576,4.51830287602206E-05,0.0304223875571284
317,06,095,252914,2,060952529142,Block Group 2,G5030,S,319069,0,+38.3333136,-121.9564603,3.28755427290162E-05,0.0276866739322849
318,06,095,252914,1,060952529141,Block Group 1,G5030,S,1707675,1432,+38.3335797,-121.9367228,0.000176098976680805,0.0722913060974338
319,06,095,252912,5,060952529125,Block Group 5,G5030,S,502012,0,+38.3622781,-121.9376252,5.174573379918E-05,0.031439345513303
320,06,095,252703,1,060952527031,Block Group 1,G5030,S,540202,0,+38.2484164,-122.0316151,5.55961933059734E-05,0.0417200256578165
321,06,095,252611,2,060952526112,Block Group 2,G5030,S,387321,0,+38.2619885,-122.0172149,3.98694082832662E-05,0.0282533082808432
322,06,095,252911,1,060952529111,Block Group 1,G5030,S,947127,0,+38.3627678,-121.9566076,9.76272867774242E-05,0.0413242121100577
323,06,095,252912,1,060952529121,Block Group 1,G5030,S,503337,0,+38.3597947,-121.9459706,5.18804431521858E-05,0.0409739163081164
324,06,095,252912,3,060952529123,Block Group 3,G5030,S,347769,0,+38.3547196,-121.9563738,3.58430920641695E-05,0.0240218573615407
325,06,095,252704,1,060952527041,Block Group 1,G5030,S,137524,0,+38.2509482,-122.0183747,1.41539994729101E-05,0.0159771792420826
326,06,041,117000,3,060411170003,Block Group 3,G5030,S,1111053,0,+37.9720673,-122.5716067,0.000113922388209176,0.0579014375124774
327,06,001,437102,2,060014371022,Block Group 2,G5030,S,267876,0,+37.6259680,-122.0981853,2.73404525614751E-05,0.0256963916208541
328,06,001,437200,4,060014372004,Block Group 4,G5030,S,597884,0,+37.6399261,-122.1146711,6.10337106081715E-05,0.0383117868945783
329,06,041,116000,2,060411160002,Block Group 2,G5030,S,812331,0,+37.9777747,-122.5782310,8.32986056593654E-05,0.0636027102372444
330,06,041,117000,1,060411170001,Block Group 1,G5030,S,731912,0,+37.9792526,-122.5570331,7.5054134867969E-05,0.0448862103113478
331,06,041,117000,2,060411170002,Block Group 2,G5030,S,573903,0,+37.9741275,-122.5579884,5.8846531828749E-05,0.0473847320163414
332,06,041,112100,3,060411121003,Block Group 3,G5030,S,379964,0,+37.9640949,-122.5307047,3.89555252695573E-05,0.033818435455827
333,06,095,252705,2,060952527052,Block Group 2,G5030,S,284449,0,+38.2503758,-121.9963705,2.92755730697536E-05,0.0241995333283568
334,06,095,252705,1,060952527051,Block Group 1,G5030,S,299128,0,+38.2500221,-122.0019795,3.07863756461302E-05,0.0251471507557008
335,06,095,253105,1,060952531051,Block Group 1,G5030,S,1075494,0,+38.3582519,-121.9673637,0.000110852223770053,0.0524869845747175
336,06,095,253101,1,060952531011,Block Group 1,G5030,S,750911,0,+38.3563994,-121.9802288,7.73948459027451E-05,0.0484602240278753
337,06,095,252912,2,060952529122,Block Group 2,G5030,S,471605,0,+38.3550796,-121.9481439,4.86065719087492E-05,0.0334093592518277
338,06,095,252911,2,060952529112,Block Group 2,G5030,S,1756378,13086,+38.3803180,-121.9364064,0.00018242412534164,0.0758983004614735
339,06,041,118100,1,060411181001,Block Group 1,G5030,S,1425521,0,+37.9663696,-122.5515257,0.000146154940011911,0.0595104749201547
340,06,041,118100,2,060411181002,Block Group 2,G5030,S,2586790,0,+37.9623875,-122.5669887,0.000265203024355287,0.084959095996745
341,06,041,119100,1,060411191001,Block Group 1,G5030,S,667794,0,+37.9592318,-122.5394284,6.84609331074171E-05,0.0399774278505922
342,06,041,119100,2,060411191002,Block Group 2,G5030,S,519335,0,+37.9574523,-122.5457957,5.32396679773228E-05,0.0330758211923428
343,06,041,119100,3,060411191003,Block Group 3,G5030,S,792303,49346,+37.9517752,-122.5423390,8.62751408021722E-05,0.0597037385493155
344,06,013,304003,1,060133040031,Block Group 1,G5030,S,1515069,175532,+37.8970971,-121.5947219,0.000173169109075388,0.0545139529026653
345,06,013,361000,2,060133610002,Block Group 2,G5030,S,8936897,0,+37.9440393,-122.2964332,0.000916004120426805,0.240557263240884
346,06,013,345112,2,060133451122,Block Group 2,G5030,S,759888,0,+37.7838271,-121.9317198,7.77194195507036E-05,0.0512792641226721
