GEOID,Block Group GeoID,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,Estimate!!Total:!!Owner occupied:!!No vehicle available,Owner Carlessness Percentage,Estimate!!Total:!!Owner occupied:!!1 vehicle available,Margin of Error!!Total:!!Owner occupied:!!1 vehicle available,Estimate!!Total:!!Owner occupied:!!2 vehicles available,Margin of Error!!Total:!!Owner occupied:!!2 vehicles available,Estimate!!Total:!!Owner occupied:!!3 vehicles available,Margin of Error!!Total:!!Owner occupied:!!3 vehicles available,Estimate!!Total:!!Owner occupied:!!4 vehicles available,Margin of Error!!Total:!!Owner occupied:!!4 vehicles available,Estimate!!Total:!!Owner occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available,Estimate!!Total:!!Renter occupied:,Estimate!!Total:!!Renter occupied:!!No vehicle available,Total Carlessness Count,carless_percentage,Estimate!!Total:!!Renter occupied:!!1 vehicle available,Margin of Error!!Total:!!Renter occupied:!!1 vehicle available,Estimate!!Total:!!Renter occupied:!!2 vehicles available,Margin of Error!!Total:!!Renter occupied:!!2 vehicles available,Estimate!!Total:!!Renter occupied:!!3 vehicles available,Margin of Error!!Total:!!Renter occupied:!!3 vehicles available,Estimate!!Total:!!Renter occupied:!!4 vehicles available,Margin of Error!!Total:!!Renter occupied:!!4 vehicles available,Estimate!!Total:!!Renter occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available
1500000US060750101011,060750101011,Block Group 1; Census Tract 101.01; San Francisco County; California,517,22,0,0,0,14,22,32,0,14,0,14,0,14,495,183,203,39%,281,137,31,35,0,14,0,14,0,14
1500000US060750203002,060750203002,Block Group 2; Census Tract 203; San Francisco County; California,689,368,26,0.070652174,314,368,28,27,0,14,0,14,0,14,321,265,323,47%,39,36,17,17,0,14,0,14,0,14
1500000US060750203003,060750203003,Block Group 3; Census Tract 203; San Francisco County; California,639,241,50,0.20746888,165,68,20,29,6,14,0,14,0,14,398,261,297,46%,91,51,46,43,0,14,0,14,0,14
1500000US060750204011,060750204011,Block Group 1; Census Tract 204.01; San Francisco County; California,580,226,33,0.146017699,128,78,65,39,0,14,0,14,0,14,354,56,77,13%,197,111,101,68,0,14,0,14,0,14
1500000US060750204012,060750204012,Block Group 2; Census Tract 204.01; San Francisco County; California,524,267,4,0.014981273,106,94,157,64,0,14,0,14,0,14,257,50,50,10%,137,63,51,35,19,30,0,14,0,14
1500000US060750204013,060750204013,Block Group 3; Census Tract 204.01; San Francisco County; California,574,304,34,0.111842105,144,66,85,48,20,18,21,34,0,14,270,101,119,21%,140,61,20,32,9,14,0,14,0,14
1500000US060750204021,060750204021,Block Group 1; Census Tract 204.02; San Francisco County; California,664,280,99,0.353571429,70,67,111,89,0,14,0,14,0,14,384,58,58,9%,257,124,50,72,19,25,0,14,0,14
1500000US060750204022,060750204022,Block Group 2; Census Tract 204.02; San Francisco County; California,753,80,8,0.1,72,67,0,14,0,14,0,14,0,14,673,29,29,4%,373,158,239,174,32,52,0,14,0,14
1500000US060750204023,060750204023,Block Group 3; Census Tract 204.02; San Francisco County; California,503,310,31,0.1,193,120,86,64,0,14,0,14,0,14,193,29,37,7%,102,66,62,59,0,14,0,14,0,14
1500000US060750204024,060750204024,Block Group 4; Census Tract 204.02; San Francisco County; California,522,146,0,0,98,124,48,46,0,14,0,14,0,14,376,76,89,17%,246,145,54,49,0,14,0,14,0,14
1500000US060750205001,060750205001,Block Group 1; Census Tract 205; San Francisco County; California,404,115,0,0,62,40,53,40,0,14,0,14,0,14,289,118,154,38%,165,96,0,14,6,12,0,14,0,14
1500000US060750205002,060750205002,Block Group 2; Census Tract 205; San Francisco County; California,343,114,0,0,78,49,36,26,0,14,0,14,0,14,229,96,140,41%,85,45,48,31,0,14,0,14,0,14
1500000US060750205003,060750205003,Block Group 3; Census Tract 205; San Francisco County; California,499,354,12,0.033898305,157,78,162,82,23,26,0,14,0,14,145,53,53,11%,92,49,0,14,0,14,0,14,0,14
1500000US060750206011,060750206011,Block Group 1; Census Tract 206.01; San Francisco County; California,479,238,45,0.18907563,109,69,45,30,39,64,0,14,0,14,241,134,179,37%,55,40,38,40,14,19,0,14,0,14
1500000US060750206012,060750206012,Block Group 2; Census Tract 206.01; San Francisco County; California,956,360,78,0.216666667,185,87,45,37,45,71,7,12,0,14,596,326,336,35%,223,102,10,16,0,14,37,47,0,14
1500000US060750206021,060750206021,Block Group 1; Census Tract 206.02; San Francisco County; California,691,235,20,0.085106383,74,65,122,68,19,23,0,14,0,14,456,239,262,38%,202,92,10,16,5,8,0,14,0,14
1500000US060750206022,060750206022,Block Group 2; Census Tract 206.02; San Francisco County; California,626,398,160,0.40201005,131,83,107,64,0,14,0,14,0,14,228,36,82,13%,142,68,50,66,0,14,0,14,0,14
1500000US060750207011,060750207011,Block Group 1; Census Tract 207.01; San Francisco County; California,532,192,4,0.020833333,140,101,37,43,0,14,11,17,0,14,340,120,168,32%,218,83,0,14,0,14,2,9,0,14
1500000US060750207012,060750207012,Block Group 2; Census Tract 207.01; San Francisco County; California,575,207,46,0.222222222,142,122,19,24,0,14,0,14,0,14,368,177,186,32%,158,113,22,34,11,19,0,14,0,14
1500000US060750207013,060750207013,Block Group 3; Census Tract 207.01; San Francisco County; California,407,67,19,0.28358209,35,40,0,14,0,14,13,20,0,14,340,140,140,34%,157,66,18,22,25,36,0,14,0,14
1500000US060750207021,060750207021,Block Group 1; Census Tract 207.02; San Francisco County; California,537,99,9,0.090909091,74,46,7,24,0,14,0,14,9,14,438,268,268,50%,155,97,15,26,0,14,0,14,0,14
1500000US060750207022,060750207022,Block Group 2; Census Tract 207.02; San Francisco County; California,584,146,48,0.328767123,81,48,17,19,0,14,0,14,0,14,438,173,173,30%,251,126,14,20,0,14,0,14,0,14
1500000US060750208011,060750208011,Block Group 1; Census Tract 208.01; San Francisco County; California,496,112,20,0.178571429,88,51,4,12,0,14,0,14,0,14,384,172,209,42%,159,79,53,70,0,14,0,14,0,14
1500000US060750208012,060750208012,Block Group 2; Census Tract 208.01; San Francisco County; California,524,117,0,0,33,33,84,67,0,14,0,14,0,14,407,192,229,44%,134,64,81,103,0,14,0,14,0,14
1500000US060750208013,060750208013,Block Group 3; Census Tract 208.01; San Francisco County; California,398,89,0,0,15,18,12,18,62,50,0,14,0,14,309,123,123,31%,101,75,69,52,16,27,0,14,0,14
1500000US060750208021,060750208021,Block Group 1; Census Tract 208.02; San Francisco County; California,501,84,0,0,30,39,44,53,10,16,0,14,0,14,417,338,364,73%,79,54,0,14,0,14,0,14,0,14
1500000US060750208022,060750208022,Block Group 2; Census Tract 208.02; San Francisco County; California,517,65,0,0,65,65,0,14,0,14,0,14,0,14,452,368,376,73%,84,101,0,14,0,14,0,14,0,14
1500000US060750209001,060750209001,Block Group 1; Census Tract 209; San Francisco County; California,413,47,0,0,47,31,0,14,0,14,0,14,0,14,366,141,153,37%,195,102,17,19,13,23,0,14,0,14
1500000US060750209002,060750209002,Block Group 2; Census Tract 209; San Francisco County; California,278,11,0,0,11,16,0,14,0,14,0,14,0,14,267,104,143,51%,140,94,5,10,18,18,0,14,0,14
1500000US060750209003,060750209003,Block Group 3; Census Tract 209; San Francisco County; California,378,116,24,0.206896552,59,50,33,36,0,14,0,14,0,14,262,86,86,23%,155,92,21,26,0,14,0,14,0,14
1500000US060750209004,060750209004,Block Group 4; Census Tract 209; San Francisco County; California,538,49,26,0.530612245,14,16,9,14,0,14,0,14,0,14,489,149,156,29%,274,133,66,71,0,14,0,14,0,14
1500000US060750210001,060750210001,Block Group 1; Census Tract 210; San Francisco County; California,475,259,58,0.223938224,140,117,61,50,0,14,0,14,0,14,216,83,97,20%,75,57,58,55,0,14,0,14,0,14
1500000US060750210002,060750210002,Block Group 2; Census Tract 210; San Francisco County; California,460,207,36,0.173913043,143,140,28,48,0,14,0,14,0,14,253,89,89,19%,164,109,0,14,0,14,0,14,0,14
1500000US060750210003,060750210003,Block Group 3; Census Tract 210; San Francisco County; California,573,228,21,0.092105263,207,118,0,14,0,14,0,14,0,14,345,139,139,24%,96,68,110,88,0,14,0,14,0,14
1500000US060750210004,060750210004,Block Group 4; Census Tract 210; San Francisco County; California,285,42,0,0,0,14,42,40,0,14,0,14,0,14,243,115,133,47%,117,93,11,19,0,14,0,14,0,14
1500000US060750211001,060750211001,Block Group 1; Census Tract 211; San Francisco County; California,603,411,18,0.04379562,248,144,88,45,43,41,14,18,0,14,192,22,22,4%,140,55,30,27,0,14,0,14,0,14
1500000US060750211002,060750211002,Block Group 2; Census Tract 211; San Francisco County; California,496,155,0,0,121,71,34,34,0,14,0,14,0,14,341,182,191,39%,115,55,44,40,0,14,0,14,0,14
1500000US060750211003,060750211003,Block Group 3; Census Tract 211; San Francisco County; California,457,231,0,0,175,90,56,35,0,14,0,14,0,14,226,91,101,22%,95,60,21,22,19,29,0,14,0,14
1500000US060750211004,060750211004,Block Group 4; Census Tract 211; San Francisco County; California,450,187,8,0.042780749,90,48,81,50,8,13,0,14,0,14,263,80,80,18%,146,110,22,31,15,21,0,14,0,14
1500000US060750212001,060750212001,Block Group 1; Census Tract 212; San Francisco County; California,490,195,13,0.066666667,117,52,52,32,13,15,0,14,0,14,295,127,152,31%,90,52,70,52,8,12,0,14,0,14
1500000US060750212002,060750212002,Block Group 2; Census Tract 212; San Francisco County; California,539,339,36,0.10619469,223,78,62,40,8,13,10,15,0,14,200,23,58,11%,138,62,39,29,0,14,0,14,0,14
1500000US060750212003,060750212003,Block Group 3; Census Tract 212; San Francisco County; California,391,201,44,0.218905473,90,42,67,31,0,14,0,14,0,14,190,21,57,15%,169,92,0,14,0,14,0,14,0,14
1500000US060750213001,060750213001,Block Group 1; Census Tract 213; San Francisco County; California,473,196,0,0,79,47,117,58,0,14,0,14,0,14,277,32,43,9%,199,98,29,26,11,17,6,11,0,14
1500000US060750213002,060750213002,Block Group 2; Census Tract 213; San Francisco County; California,661,372,45,0.120967742,208,109,94,46,12,15,0,14,13,22,289,11,38,6%,191,179,28,27,59,101,0,14,0,14
1500000US060750214001,060750214001,Block Group 1; Census Tract 214; San Francisco County; California,435,189,10,0.052910053,133,82,46,50,0,14,0,14,0,14,246,62,62,14%,146,125,38,41,0,14,0,14,0,14
1500000US060750214002,060750214002,Block Group 2; Census Tract 214; San Francisco County; California,670,255,23,0.090196078,146,68,78,45,8,14,0,14,0,14,415,90,141,21%,266,113,59,42,0,14,0,14,0,14
1500000US060750214003,060750214003,Block Group 3; Census Tract 214; San Francisco County; California,609,266,46,0.172932331,129,79,91,45,0,14,0,14,0,14,343,117,136,22%,150,72,51,63,25,29,0,14,0,14
1500000US060750215001,060750215001,Block Group 1; Census Tract 215; San Francisco County; California,504,248,48,0.193548387,61,49,107,120,12,18,0,14,20,32,256,0,0,0%,219,117,37,42,0,14,0,14,0,14
1500000US060750215002,060750215002,Block Group 2; Census Tract 215; San Francisco County; California,771,187,9,0.048128342,95,72,72,57,11,19,0,14,0,14,584,79,86,11%,450,268,55,53,0,14,0,14,0,14
1500000US060750215003,060750215003,Block Group 3; Census Tract 215; San Francisco County; California,212,10,0,0,10,16,0,14,0,14,0,14,0,14,202,27,34,16%,111,69,64,67,0,14,0,14,0,14
1500000US060750215004,060750215004,Block Group 4; Census Tract 215; San Francisco County; California,417,215,0,0,118,95,81,70,16,25,0,14,0,14,202,18,69,17%,50,48,134,92,0,14,0,14,0,14
1500000US060750215005,060750215005,Block Group 5; Census Tract 215; San Francisco County; California,588,237,0,0,159,103,78,65,0,14,0,14,0,14,351,57,70,12%,207,117,87,103,0,14,0,14,0,14
1500000US060750216001,060750216001,Block Group 1; Census Tract 216; San Francisco County; California,912,643,37,0.057542768,272,108,313,107,21,23,0,14,0,14,269,84,102,11%,166,73,19,30,0,14,0,14,0,14
1500000US060750216002,060750216002,Block Group 2; Census Tract 216; San Francisco County; California,901,534,37,0.06928839,277,96,122,59,64,71,34,53,0,14,367,0,18,2%,313,207,54,51,0,14,0,14,0,14
1500000US060750216003,060750216003,Block Group 3; Census Tract 216; San Francisco County; California,285,82,0,0,71,57,11,17,0,14,0,14,0,14,203,87,96,34%,41,65,75,66,0,14,0,14,0,14
1500000US060750217001,060750217001,Block Group 1; Census Tract 217; San Francisco County; California,607,441,26,0.058956916,240,103,129,65,27,27,0,14,19,29,166,10,20,3%,97,57,59,51,0,14,0,14,0,14
1500000US060750217002,060750217002,Block Group 2; Census Tract 217; San Francisco County; California,543,374,8,0.021390374,205,103,106,53,38,36,17,20,0,14,169,9,9,2%,103,115,57,48,0,14,0,14,0,14
1500000US060750217003,060750217003,Block Group 3; Census Tract 217; San Francisco County; California,652,424,12,0.028301887,231,89,130,65,51,36,0,14,0,14,228,26,26,4%,137,108,56,32,9,14,0,14,0,14
1500000US060750218001,060750218001,Block Group 1; Census Tract 218; San Francisco County; California,550,318,39,0.122641509,113,65,121,59,45,33,0,14,0,14,232,7,20,4%,123,53,102,80,0,14,0,14,0,14
1500000US060750218002,060750218002,Block Group 2; Census Tract 218; San Francisco County; California,486,327,0,0,240,83,70,35,11,17,6,11,0,14,159,34,100,21%,77,46,48,56,0,14,0,14,0,14
1500000US060750218003,060750218003,Block Group 3; Census Tract 218; San Francisco County; California,368,181,7,0.038674033,59,40,115,49,0,14,0,14,0,14,187,0,77,21%,187,125,0,14,0,14,0,14,0,14
1500000US060750218004,060750218004,Block Group 4; Census Tract 218; San Francisco County; California,388,239,14,0.058577406,100,45,119,54,6,10,0,14,0,14,149,45,52,13%,81,62,23,24,0,14,0,14,0,14
1500000US060750226001,060750226001,Block Group 1; Census Tract 226; San Francisco County; California,1273,303,0,0,236,81,59,40,8,14,0,14,0,14,970,259,259,20%,506,141,205,138,0,14,0,14,0,14
1500000US060750226002,060750226002,Block Group 2; Census Tract 226; San Francisco County; California,984,205,0,0,147,67,38,52,20,34,0,14,0,14,779,272,272,28%,426,140,81,65,0,14,0,14,0,14
1500000US060750227021,060750227021,Block Group 1; Census Tract 227.02; San Francisco County; California,566,221,18,0.081447964,130,56,63,78,10,11,0,14,0,14,345,52,52,9%,275,80,18,24,0,14,0,14,0,14
1500000US060750227022,060750227022,Block Group 2; Census Tract 227.02; San Francisco County; California,400,175,0,0,133,75,29,22,13,19,0,14,0,14,225,39,39,10%,152,70,15,15,19,22,0,14,0,14
1500000US060750227041,060750227041,Block Group 1; Census Tract 227.04; San Francisco County; California,937,479,9,0.018789144,330,88,129,82,11,13,0,14,0,14,458,128,128,14%,283,97,39,39,0,14,8,13,0,14
1500000US060750227042,060750227042,Block Group 2; Census Tract 227.04; San Francisco County; California,421,263,10,0.038022814,126,75,112,66,4,10,11,17,0,14,158,24,55,13%,99,43,19,20,0,14,0,14,16,24
1500000US060750227043,060750227043,Block Group 3; Census Tract 227.04; San Francisco County; California,497,216,0,0,109,45,77,42,16,20,14,16,0,14,281,0,12,2%,213,82,59,36,9,14,0,14,0,14
1500000US060750228011,060750228011,Block Group 1; Census Tract 228.01; San Francisco County; California,807,161,25,0.155279503,136,76,0,14,0,14,0,14,0,14,646,256,377,47%,271,131,100,73,19,30,0,14,0,14
1500000US060750228012,060750228012,Block Group 2; Census Tract 228.01; San Francisco County; California,737,431,35,0.081206497,332,155,37,42,13,15,0,14,14,23,306,65,99,13%,185,144,30,41,26,32,0,14,0,14
1500000US060750228013,060750228013,Block Group 3; Census Tract 228.01; San Francisco County; California,473,249,36,0.144578313,96,67,88,61,29,45,0,14,0,14,224,23,36,8%,156,112,30,28,0,14,0,14,15,33
1500000US060750228021,060750228021,Block Group 1; Census Tract 228.02; San Francisco County; California,319,99,11,0.111111111,59,29,7,11,16,16,0,14,6,8,220,55,77,24%,116,73,45,30,4,6,0,14,0,14
1500000US060750228022,060750228022,Block Group 2; Census Tract 228.02; San Francisco County; California,435,287,27,0.094076655,221,159,32,25,3,6,4,6,0,14,148,53,53,12%,85,50,7,10,3,6,0,14,0,14
1500000US060750228031,060750228031,Block Group 1; Census Tract 228.03; San Francisco County; California,808,203,0,0,140,76,32,26,31,43,0,14,0,14,605,297,340,42%,162,72,146,70,0,14,0,14,0,14
1500000US060750228032,060750228032,Block Group 2; Census Tract 228.03; San Francisco County; California,314,233,51,0.21888412,130,56,52,41,0,14,0,14,0,14,81,7,7,2%,53,40,14,23,7,11,0,14,0,14
1500000US060750228033,060750228033,Block Group 3; Census Tract 228.03; San Francisco County; California,317,121,19,0.157024793,87,52,15,23,0,14,0,14,0,14,196,19,19,6%,115,60,62,50,0,14,0,14,0,14
1500000US060750229011,060750229011,Block Group 1; Census Tract 229.01; San Francisco County; California,511,122,0,0,81,49,41,38,0,14,0,14,0,14,389,93,140,27%,185,78,111,107,0,14,0,14,0,14
1500000US060750229012,060750229012,Block Group 2; Census Tract 229.01; San Francisco County; California,512,137,7,0.051094891,64,59,57,68,9,14,0,14,0,14,375,137,419,82%,192,103,26,30,20,30,0,14,0,14
1500000US060750229013,060750229013,Block Group 3; Census Tract 229.01; San Francisco County; California,456,88,7,0.079545455,81,77,0,14,0,14,0,14,0,14,368,75,98,21%,269,148,24,38,0,14,0,14,0,14
1500000US060750229021,060750229021,Block Group 1; Census Tract 229.02; San Francisco County; California,418,202,51,0.252475248,101,45,50,33,0,14,0,14,0,14,216,61,66,16%,121,74,31,24,3,6,0,14,0,14
1500000US060750229022,060750229022,Block Group 2; Census Tract 229.02; San Francisco County; California,307,115,13,0.113043478,54,37,42,34,6,9,0,14,0,14,192,58,74,24%,73,50,50,40,11,18,0,14,0,14
1500000US060750229031,060750229031,Block Group 1; Census Tract 229.03; San Francisco County; California,462,126,18,0.142857143,59,41,23,31,26,39,0,14,0,14,336,103,115,25%,171,121,22,24,40,63,0,14,0,14
1500000US060750229032,060750229032,Block Group 2; Census Tract 229.03; San Francisco County; California,325,121,18,0.148760331,87,59,2,8,0,14,14,22,0,14,204,88,97,30%,80,58,36,34,0,14,0,14,0,14
1500000US060750229033,060750229033,Block Group 3; Census Tract 229.03; San Francisco County; California,352,234,9,0.038461538,168,77,0,14,20,29,37,58,0,14,118,3,52,15%,109,94,6,11,0,14,0,14,0,14
1500000US060750230011,060750230011,Block Group 1; Census Tract 230.01; San Francisco County; California,453,284,10,0.035211268,45,37,68,47,58,45,31,41,72,74,169,0,12,3%,0,14,92,74,0,14,77,65,0,14
1500000US060750230012,060750230012,Block Group 2; Census Tract 230.01; San Francisco County; California,325,230,0,0,89,67,115,63,22,29,4,6,0,14,95,0,20,6%,61,60,0,14,34,56,0,14,0,14
1500000US060750230013,060750230013,Block Group 3; Census Tract 230.01; San Francisco County; California,493,350,0,0,156,93,183,83,0,14,0,14,11,17,143,15,34,7%,59,57,69,62,0,14,0,14,0,14
1500000US060750230031,060750230031,Block Group 1; Census Tract 230.03; San Francisco County; California,316,279,13,0.046594982,94,72,51,39,11,20,71,62,39,49,37,1,1,0%,29,28,0,14,0,14,7,14,0,14
1500000US060750230032,060750230032,Block Group 2; Census Tract 230.03; San Francisco County; California,387,298,66,0.22147651,59,51,120,92,20,25,16,26,17,28,89,21,52,13%,23,26,45,68,0,14,0,14,0,14
1500000US060750230033,060750230033,Block Group 3; Census Tract 230.03; San Francisco County; California,492,399,77,0.192982456,112,71,86,64,106,66,0,14,18,23,93,45,121,25%,0,14,25,31,23,29,0,14,0,14
1500000US060750231021,060750231021,Block Group 1; Census Tract 231.02; San Francisco County; California,637,231,7,0.03030303,54,44,111,68,59,52,0,14,0,14,406,134,134,21%,187,143,85,84,0,14,0,14,0,14
1500000US060750231022,060750231022,Block Group 2; Census Tract 231.02; San Francisco County; California,477,195,0,0,69,48,95,88,31,40,0,14,0,14,282,105,110,23%,144,95,33,51,0,14,0,14,0,14
1500000US060750231031,060750231031,Block Group 1; Census Tract 231.03; San Francisco County; California,677,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,677,234,234,35%,390,172,53,63,0,14,0,14,0,14
1500000US060750231032,060750231032,Block Group 2; Census Tract 231.03; San Francisco County; California,873,47,0,0,0,14,47,31,0,14,0,14,0,14,826,201,211,24%,522,167,88,96,0,14,0,14,15,28
1500000US060750232001,060750232001,Block Group 1; Census Tract 232; San Francisco County; California,394,285,0,0,10,16,89,50,156,144,30,33,0,14,109,21,31,8%,76,69,12,19,0,14,0,14,0,14
1500000US060750232002,060750232002,Block Group 2; Census Tract 232; San Francisco County; California,412,174,0,0,164,100,10,17,0,14,0,14,0,14,238,15,77,19%,205,110,0,14,18,40,0,14,0,14
1500000US060750232003,060750232003,Block Group 3; Census Tract 232; San Francisco County; California,337,246,31,0.12601626,138,80,58,46,0,14,0,14,19,33,91,43,43,13%,48,60,0,14,0,14,0,14,0,14
1500000US060750233001,060750233001,Block Group 1; Census Tract 233; San Francisco County; California,332,107,12,0.112149533,3,6,43,35,42,35,7,12,0,14,225,71,79,24%,96,62,55,47,3,5,0,14,0,14
1500000US060750233002,060750233002,Block Group 2; Census Tract 233; San Francisco County; California,938,618,121,0.19579288,238,92,147,75,81,51,20,23,11,15,320,120,155,17%,181,65,19,29,0,14,0,14,0,14
1500000US060750234001,060750234001,Block Group 1; Census Tract 234; San Francisco County; California,539,298,34,0.11409396,143,97,37,41,84,65,0,14,0,14,241,107,183,34%,40,49,52,55,42,64,0,14,0,14
1500000US060750234002,060750234002,Block Group 2; Census Tract 234; San Francisco County; California,597,216,13,0.060185185,72,69,77,62,20,33,16,28,18,28,381,51,51,9%,263,171,56,64,0,14,11,19,0,14
1500000US060750251001,060750251001,Block Group 1; Census Tract 251; San Francisco County; California,745,317,22,0.069400631,176,72,108,48,11,16,0,14,0,14,428,114,162,22%,151,63,148,165,15,23,0,14,0,14
1500000US060750251002,060750251002,Block Group 2; Census Tract 251; San Francisco County; California,259,186,0,0,89,43,84,43,13,19,0,14,0,14,73,7,16,6%,55,36,0,14,0,14,11,18,0,14
1500000US060750251003,060750251003,Block Group 3; Census Tract 251; San Francisco County; California,315,288,43,0.149305556,62,38,105,48,28,26,50,64,0,14,27,0,0,0%,7,12,20,23,0,14,0,14,0,14
1500000US060750252001,060750252001,Block Group 1; Census Tract 252; San Francisco County; California,430,183,0,0,151,84,32,38,0,14,0,14,0,14,247,88,162,38%,147,98,12,20,0,14,0,14,0,14
1500000US060750252002,060750252002,Block Group 2; Census Tract 252; San Francisco County; California,781,509,0,0,322,159,150,84,37,44,0,14,0,14,272,58,78,10%,214,213,0,14,0,14,0,14,0,14
1500000US060750252003,060750252003,Block Group 3; Census Tract 252; San Francisco County; California,684,555,47,0.084684685,231,122,242,125,35,40,0,14,0,14,129,62,115,17%,67,75,0,14,0,14,0,14,0,14
1500000US060750252004,060750252004,Block Group 4; Census Tract 252; San Francisco County; California,582,557,282,0.506283662,97,66,178,108,0,14,0,14,0,14,25,0,7,1%,25,29,0,14,0,14,0,14,0,14
1500000US060750253001,060750253001,Block Group 1; Census Tract 253; San Francisco County; California,356,297,23,0.077441077,116,53,132,68,26,24,0,14,0,14,59,11,49,14%,48,33,0,14,0,14,0,14,0,14
1500000US060750253002,060750253002,Block Group 2; Census Tract 253; San Francisco County; California,327,229,5,0.021834061,153,63,64,40,7,12,0,14,0,14,98,0,11,3%,88,57,7,12,3,5,0,14,0,14
1500000US060750253003,060750253003,Block Group 3; Census Tract 253; San Francisco County; California,315,172,16,0.093023256,92,47,64,51,0,14,0,14,0,14,143,29,33,10%,72,52,35,30,7,12,0,14,0,14
1500000US060750253004,060750253004,Block Group 4; Census Tract 253; San Francisco County; California,755,191,12,0.062827225,97,58,17,19,25,20,18,27,22,41,564,205,282,37%,280,96,79,89,0,14,0,14,0,14
1500000US060750254011,060750254011,Block Group 1; Census Tract 254.01; San Francisco County; California,486,204,9,0.044117647,42,30,135,63,18,19,0,14,0,14,282,60,60,12%,137,76,85,64,0,14,0,14,0,14
1500000US060750254012,060750254012,Block Group 2; Census Tract 254.01; San Francisco County; California,514,386,49,0.126943005,217,122,93,55,11,18,0,14,16,25,128,48,112,22%,80,56,0,14,0,14,0,14,0,14
1500000US060750254013,060750254013,Block Group 3; Census Tract 254.01; San Francisco County; California,329,172,12,0.069767442,112,70,33,24,15,23,0,14,0,14,157,61,113,34%,82,43,14,19,0,14,0,14,0,14
1500000US060750254021,060750254021,Block Group 1; Census Tract 254.02; San Francisco County; California,461,303,20,0.066006601,116,52,57,34,110,124,0,14,0,14,158,23,71,15%,103,92,32,40,0,14,0,14,0,14
1500000US060750254022,060750254022,Block Group 2; Census Tract 254.02; San Francisco County; California,236,221,19,0.085972851,133,44,69,41,0,14,0,14,0,14,15,7,44,19%,0,14,8,14,0,14,0,14,0,14
1500000US060750254023,060750254023,Block Group 3; Census Tract 254.02; San Francisco County; California,351,240,0,0,108,71,122,51,10,17,0,14,0,14,111,11,22,6%,31,24,35,46,26,18,8,16,0,14
1500000US060750254031,060750254031,Block Group 1; Census Tract 254.03; San Francisco County; California,753,373,31,0.08310992,163,71,173,70,0,14,6,11,0,14,380,68,100,13%,208,135,16,32,18,33,70,39,0,14
1500000US060750254032,060750254032,Block Group 2; Census Tract 254.03; San Francisco County; California,572,389,76,0.195372751,116,62,120,66,28,29,28,33,21,32,183,36,47,8%,84,73,45,46,0,14,18,27,0,14
1500000US060750255011,060750255011,Block Group 1; Census Tract 255.01; San Francisco County; California,422,362,0,0,95,54,169,84,98,130,0,14,0,14,60,0,20,5%,33,37,27,24,0,14,0,14,0,14
1500000US060750255012,060750255012,Block Group 2; Census Tract 255.01; San Francisco County; California,384,282,5,0.017730496,126,76,109,57,0,14,0,14,42,59,102,0,30,8%,37,38,65,65,0,14,0,14,0,14
1500000US060750255013,060750255013,Block Group 3; Census Tract 255.01; San Francisco County; California,222,108,0,0,51,41,46,39,11,18,0,14,0,14,114,0,25,11%,9,13,105,67,0,14,0,14,0,14
1500000US060750255021,060750255021,Block Group 1; Census Tract 255.02; San Francisco County; California,282,224,10,0.044642857,87,68,44,40,7,12,52,60,24,37,58,18,42,15%,40,34,0,14,0,14,0,14,0,14
1500000US060750255022,060750255022,Block Group 2; Census Tract 255.02; San Francisco County; California,479,348,10,0.028735632,147,69,79,37,112,82,0,14,0,14,131,50,72,15%,48,43,11,17,22,25,0,14,0,14
1500000US060750255023,060750255023,Block Group 3; Census Tract 255.02; San Francisco County; California,440,246,62,0.25203252,78,71,94,74,12,19,0,14,0,14,194,27,27,6%,124,85,31,39,12,18,0,14,0,14
1500000US060750256001,060750256001,Block Group 1; Census Tract 256; San Francisco County; California,450,281,0,0,118,56,93,50,54,62,16,25,0,14,169,75,75,17%,65,42,18,23,11,17,0,14,0,14
1500000US060750256002,060750256002,Block Group 2; Census Tract 256; San Francisco County; California,288,195,8,0.041025641,56,36,75,41,33,26,23,31,0,14,93,10,54,19%,13,20,9,14,61,84,0,14,0,14
1500000US060750256003,060750256003,Block Group 3; Census Tract 256; San Francisco County; California,337,241,35,0.145228216,38,43,105,55,14,17,10,18,39,52,96,0,22,7%,0,14,0,14,19,26,77,109,0,14
1500000US060750256004,060750256004,Block Group 4; Census Tract 256; San Francisco County; California,535,393,76,0.193384224,91,48,73,49,21,25,111,77,21,28,142,18,18,3%,21,26,62,45,0,14,0,14,41,54
1500000US060750257011,060750257011,Block Group 1; Census Tract 257.01; San Francisco County; California,326,318,0,0,148,74,160,102,0,14,10,19,0,14,8,0,40,12%,0,14,0,14,8,13,0,14,0,14
1500000US060750257012,060750257012,Block Group 2; Census Tract 257.01; San Francisco County; California,655,314,48,0.152866242,49,37,157,81,49,52,11,19,0,14,341,24,79,12%,236,132,33,38,0,14,0,14,48,69
1500000US060750257013,060750257013,Block Group 3; Census Tract 257.01; San Francisco County; California,572,299,9,0.030100334,66,73,120,76,70,38,34,52,0,14,273,19,47,8%,236,162,10,17,0,14,8,11,0,14
